payment_type,trip_count,fare_amount,tip_amount,total_amount,payment_name
0,3684732,20.49330098841904,0.898375735146741,93426216.33,Type 0
1,29798581,19.730190452281892,4.353917478294739,886699607.15,Credit Card
2,5197504,19.57568249480507,0.00024053917486038248,129457549.45,Cash
3,149085,19.647866411467884,0.006372182144625486,3741112.24,No Charge
4,382605,21.963071953983718,0.013888800710440736,10634318.96,Dispute
